"title";"value";"select.name"
"Outline Backspace";"OutlineBackspace";"portal.icon.select"
"Outline Backup";"OutlineBackup";"portal.icon.select"
"Outline Backup Table";"OutlineBackupTable";"portal.icon.select"
"Outline Badge";"OutlineBadge";"portal.icon.select"
"Outline Bakery Dining";"OutlineBakeryDining";"portal.icon.select"
"Outline Balance";"OutlineBalance";"portal.icon.select"
"Outline Balcony";"OutlineBalcony";"portal.icon.select"
"Outline Ballot";"OutlineBallot";"portal.icon.select"
"Outline Bar Chart";"OutlineBarChart";"portal.icon.select"
"Outline Batch Prediction";"OutlineBatchPrediction";"portal.icon.select"
"Outline Bathroom";"OutlineBathroom";"portal.icon.select"
"Outline Bathtub";"OutlineBathtub";"portal.icon.select"
"Outline Battery0 Bar";"OutlineBattery0Bar";"portal.icon.select"
"Outline Battery1 Bar";"OutlineBattery1Bar";"portal.icon.select"
"Outline Battery2 Bar";"OutlineBattery2Bar";"portal.icon.select"
"Outline Battery3 Bar";"OutlineBattery3Bar";"portal.icon.select"
"Outline Battery4 Bar";"OutlineBattery4Bar";"portal.icon.select"
"Outline Battery5 Bar";"OutlineBattery5Bar";"portal.icon.select"
"Outline Battery6 Bar";"OutlineBattery6Bar";"portal.icon.select"
"Outline Battery Alert";"OutlineBatteryAlert";"portal.icon.select"
"Outline Battery Charging Full";"OutlineBatteryChargingFull";"portal.icon.select"
"Outline Battery Full";"OutlineBatteryFull";"portal.icon.select"
"Outline Battery Saver";"OutlineBatterySaver";"portal.icon.select"
"Outline Battery Std";"OutlineBatteryStd";"portal.icon.select"
"Outline Battery Unknown";"OutlineBatteryUnknown";"portal.icon.select"
"Outline Beach Access";"OutlineBeachAccess";"portal.icon.select"
"Outline Bed";"OutlineBed";"portal.icon.select"
"Outline Bedroom Baby";"OutlineBedroomBaby";"portal.icon.select"
"Outline Bedroom Child";"OutlineBedroomChild";"portal.icon.select"
"Outline Bedroom Parent";"OutlineBedroomParent";"portal.icon.select"
"Outline Bedtime";"OutlineBedtime";"portal.icon.select"
"Outline Bedtime Off";"OutlineBedtimeOff";"portal.icon.select"
"Outline Beenhere";"OutlineBeenhere";"portal.icon.select"
"Outline Bento";"OutlineBento";"portal.icon.select"
"Outline Bike Scooter";"OutlineBikeScooter";"portal.icon.select"
"Outline Biotech";"OutlineBiotech";"portal.icon.select"
"Outline Blender";"OutlineBlender";"portal.icon.select"
"Outline Blind";"OutlineBlind";"portal.icon.select"
"Outline Blinds";"OutlineBlinds";"portal.icon.select"
"Outline Blinds Closed";"OutlineBlindsClosed";"portal.icon.select"
"Outline Block";"OutlineBlock";"portal.icon.select"
"Outline Bloodtype";"OutlineBloodtype";"portal.icon.select"
"Outline Bluetooth";"OutlineBluetooth";"portal.icon.select"
"Outline Bluetooth Audio";"OutlineBluetoothAudio";"portal.icon.select"
"Outline Bluetooth Connected";"OutlineBluetoothConnected";"portal.icon.select"
"Outline Bluetooth Disabled";"OutlineBluetoothDisabled";"portal.icon.select"
"Outline Bluetooth Drive";"OutlineBluetoothDrive";"portal.icon.select"
"Outline Bluetooth Searching";"OutlineBluetoothSearching";"portal.icon.select"
"Outline Blur Circular";"OutlineBlurCircular";"portal.icon.select"
"Outline Blur Linear";"OutlineBlurLinear";"portal.icon.select"
"Outline Blur Off";"OutlineBlurOff";"portal.icon.select"
"Outline Blur On";"OutlineBlurOn";"portal.icon.select"
"Outline Bolt";"OutlineBolt";"portal.icon.select"
"Outline Book";"OutlineBook";"portal.icon.select"
"Outline Book Online";"OutlineBookOnline";"portal.icon.select"
"Outline Bookmark";"OutlineBookmark";"portal.icon.select"
"Outline Bookmark Add";"OutlineBookmarkAdd";"portal.icon.select"
"Outline Bookmark Added";"OutlineBookmarkAdded";"portal.icon.select"
"Outline Bookmark Border";"OutlineBookmarkBorder";"portal.icon.select"
"Outline Bookmark Remove";"OutlineBookmarkRemove";"portal.icon.select"
"Outline Bookmarks";"OutlineBookmarks";"portal.icon.select"
"Outline Border All";"OutlineBorderAll";"portal.icon.select"
"Outline Border Bottom";"OutlineBorderBottom";"portal.icon.select"
"Outline Border Clear";"OutlineBorderClear";"portal.icon.select"
"Outline Border Color";"OutlineBorderColor";"portal.icon.select"
"Outline Border Horizontal";"OutlineBorderHorizontal";"portal.icon.select"
"Outline Border Inner";"OutlineBorderInner";"portal.icon.select"
"Outline Border Left";"OutlineBorderLeft";"portal.icon.select"
"Outline Border Outer";"OutlineBorderOuter";"portal.icon.select"
"Outline Border Right";"OutlineBorderRight";"portal.icon.select"
"Outline Border Style";"OutlineBorderStyle";"portal.icon.select"
"Outline Border Top";"OutlineBorderTop";"portal.icon.select"
"Outline Border Vertical";"OutlineBorderVertical";"portal.icon.select"
"Outline Boy";"OutlineBoy";"portal.icon.select"
"Outline Branding Watermark";"OutlineBrandingWatermark";"portal.icon.select"
"Outline Breakfast Dining";"OutlineBreakfastDining";"portal.icon.select"
"Outline Brightness1";"OutlineBrightness1";"portal.icon.select"
"Outline Brightness2";"OutlineBrightness2";"portal.icon.select"
"Outline Brightness3";"OutlineBrightness3";"portal.icon.select"
"Outline Brightness4";"OutlineBrightness4";"portal.icon.select"
"Outline Brightness5";"OutlineBrightness5";"portal.icon.select"
"Outline Brightness6";"OutlineBrightness6";"portal.icon.select"
"Outline Brightness7";"OutlineBrightness7";"portal.icon.select"
"Outline Brightness Auto";"OutlineBrightnessAuto";"portal.icon.select"
"Outline Brightness High";"OutlineBrightnessHigh";"portal.icon.select"
"Outline Brightness Low";"OutlineBrightnessLow";"portal.icon.select"
"Outline Brightness Medium";"OutlineBrightnessMedium";"portal.icon.select"
"Outline Broadcast On Home";"OutlineBroadcastOnHome";"portal.icon.select"
"Outline Broadcast On Personal";"OutlineBroadcastOnPersonal";"portal.icon.select"
"Outline Broken Image";"OutlineBrokenImage";"portal.icon.select"
"Outline Browse Gallery";"OutlineBrowseGallery";"portal.icon.select"
"Outline Browser Not Supported";"OutlineBrowserNotSupported";"portal.icon.select"
"Outline Browser Updated";"OutlineBrowserUpdated";"portal.icon.select"
"Outline Brunch Dining";"OutlineBrunchDining";"portal.icon.select"
"Outline Brush";"OutlineBrush";"portal.icon.select"
"Outline Bubble Chart";"OutlineBubbleChart";"portal.icon.select"
"Outline Bug Report";"OutlineBugReport";"portal.icon.select"
"Outline Build";"OutlineBuild";"portal.icon.select"
"Outline Build Circle";"OutlineBuildCircle";"portal.icon.select"
"Outline Bungalow";"OutlineBungalow";"portal.icon.select"
"Outline Burst Mode";"OutlineBurstMode";"portal.icon.select"
"Outline Bus Alert";"OutlineBusAlert";"portal.icon.select"
"Outline Business";"OutlineBusiness";"portal.icon.select"
"Outline Business Center";"OutlineBusinessCenter";"portal.icon.select"
"Outline Cabin";"OutlineCabin";"portal.icon.select"
"Outline Cable";"OutlineCable";"portal.icon.select"
"Outline Cached";"OutlineCached";"portal.icon.select"
"Outline Cake";"OutlineCake";"portal.icon.select"
"Outline Calculate";"OutlineCalculate";"portal.icon.select"
"Outline Calendar Month";"OutlineCalendarMonth";"portal.icon.select"
"Outline Calendar Today";"OutlineCalendarToday";"portal.icon.select"
"Outline Calendar View Day";"OutlineCalendarViewDay";"portal.icon.select"
"Outline Calendar View Month";"OutlineCalendarViewMonth";"portal.icon.select"
"Outline Calendar View Week";"OutlineCalendarViewWeek";"portal.icon.select"
"Outline Call";"OutlineCall";"portal.icon.select"
"Outline Call End";"OutlineCallEnd";"portal.icon.select"
"Outline Call Made";"OutlineCallMade";"portal.icon.select"
"Outline Call Merge";"OutlineCallMerge";"portal.icon.select"
"Outline Call Missed";"OutlineCallMissed";"portal.icon.select"
"Outline Call Missed Outgoing";"OutlineCallMissedOutgoing";"portal.icon.select"
"Outline Call Received";"OutlineCallReceived";"portal.icon.select"
"Outline Call Split";"OutlineCallSplit";"portal.icon.select"
"Outline Call To Action";"OutlineCallToAction";"portal.icon.select"
"Outline Camera";"OutlineCamera";"portal.icon.select"
"Outline Camera Alt";"OutlineCameraAlt";"portal.icon.select"
"Outline Camera Enhance";"OutlineCameraEnhance";"portal.icon.select"
"Outline Camera Front";"OutlineCameraFront";"portal.icon.select"
"Outline Camera Indoor";"OutlineCameraIndoor";"portal.icon.select"
"Outline Camera Outdoor";"OutlineCameraOutdoor";"portal.icon.select"
"Outline Camera Rear";"OutlineCameraRear";"portal.icon.select"
"Outline Camera Roll";"OutlineCameraRoll";"portal.icon.select"
"Outline Cameraswitch";"OutlineCameraswitch";"portal.icon.select"
"Outline Campaign";"OutlineCampaign";"portal.icon.select"
"Outline Cancel";"OutlineCancel";"portal.icon.select"
"Outline Cancel Presentation";"OutlineCancelPresentation";"portal.icon.select"
"Outline Cancel Schedule Send";"OutlineCancelScheduleSend";"portal.icon.select"
"Outline Candlestick Chart";"OutlineCandlestickChart";"portal.icon.select"
"Outline Car Crash";"OutlineCarCrash";"portal.icon.select"
"Outline Car Rental";"OutlineCarRental";"portal.icon.select"
"Outline Car Repair";"OutlineCarRepair";"portal.icon.select"
"Outline Card Giftcard";"OutlineCardGiftcard";"portal.icon.select"
"Outline Card Membership";"OutlineCardMembership";"portal.icon.select"
"Outline Card Travel";"OutlineCardTravel";"portal.icon.select"
"Outline Carpenter";"OutlineCarpenter";"portal.icon.select"
"Outline Cases";"OutlineCases";"portal.icon.select"
"Outline Casino";"OutlineCasino";"portal.icon.select"
"Outline Cast";"OutlineCast";"portal.icon.select"
"Outline Cast Connected";"OutlineCastConnected";"portal.icon.select"
"Outline Cast For Education";"OutlineCastForEducation";"portal.icon.select"
"Outline Castle";"OutlineCastle";"portal.icon.select"
"Outline Catching Pokemon";"OutlineCatchingPokemon";"portal.icon.select"
"Outline Category";"OutlineCategory";"portal.icon.select"
"Outline Celebration";"OutlineCelebration";"portal.icon.select"
"Outline Cell Tower";"OutlineCellTower";"portal.icon.select"
"Outline Cell Wifi";"OutlineCellWifi";"portal.icon.select"
"Outline Center Focus Strong";"OutlineCenterFocusStrong";"portal.icon.select"
"Outline Center Focus Weak";"OutlineCenterFocusWeak";"portal.icon.select"
"Outline Chair";"OutlineChair";"portal.icon.select"
"Outline Chair Alt";"OutlineChairAlt";"portal.icon.select"
"Outline Chalet";"OutlineChalet";"portal.icon.select"
"Outline Change Circle";"OutlineChangeCircle";"portal.icon.select"
"Outline Change History";"OutlineChangeHistory";"portal.icon.select"
"Outline Charging Station";"OutlineChargingStation";"portal.icon.select"
"Outline Chat";"OutlineChat";"portal.icon.select"
"Outline Chat Bubble";"OutlineChatBubble";"portal.icon.select"
"Outline Chat Bubble Outline";"OutlineChatBubbleOutline";"portal.icon.select"
"Outline Check";"OutlineCheck";"portal.icon.select"
"Outline Check Box";"OutlineCheckBox";"portal.icon.select"
"Outline Check Box Outline Blank";"OutlineCheckBoxOutlineBlank";"portal.icon.select"
"Outline Check Circle";"OutlineCheckCircle";"portal.icon.select"
"Outline Check Circle Outline";"OutlineCheckCircleOutline";"portal.icon.select"
"Outline Checklist";"OutlineChecklist";"portal.icon.select"
"Outline Checklist Rtl";"OutlineChecklistRtl";"portal.icon.select"
"Outline Checkroom";"OutlineCheckroom";"portal.icon.select"
"Outline Chevron Left";"OutlineChevronLeft";"portal.icon.select"
"Outline Chevron Right";"OutlineChevronRight";"portal.icon.select"
"Outline Child Care";"OutlineChildCare";"portal.icon.select"
"Outline Child Friendly";"OutlineChildFriendly";"portal.icon.select"
"Outline Chrome Reader Mode";"OutlineChromeReaderMode";"portal.icon.select"
"Outline Church";"OutlineChurch";"portal.icon.select"
"Outline Circle";"OutlineCircle";"portal.icon.select"
"Outline Circle Notifications";"OutlineCircleNotifications";"portal.icon.select"
"Outline Class";"OutlineClass";"portal.icon.select"
"Outline Clean Hands";"OutlineCleanHands";"portal.icon.select"
"Outline Cleaning Services";"OutlineCleaningServices";"portal.icon.select"
"Outline Clear";"OutlineClear";"portal.icon.select"
"Outline Clear All";"OutlineClearAll";"portal.icon.select"
"Outline Close";"OutlineClose";"portal.icon.select"
"Outline Close Fullscreen";"OutlineCloseFullscreen";"portal.icon.select"
"Outline Closed Caption";"OutlineClosedCaption";"portal.icon.select"
"Outline Closed Caption Disabled";"OutlineClosedCaptionDisabled";"portal.icon.select"
"Outline Closed Caption Off";"OutlineClosedCaptionOff";"portal.icon.select"
"Outline Cloud";"OutlineCloud";"portal.icon.select"
"Outline Cloud Circle";"OutlineCloudCircle";"portal.icon.select"
"Outline Cloud Done";"OutlineCloudDone";"portal.icon.select"
"Outline Cloud Download";"OutlineCloudDownload";"portal.icon.select"
"Outline Cloud Off";"OutlineCloudOff";"portal.icon.select"
"Outline Cloud Queue";"OutlineCloudQueue";"portal.icon.select"
"Outline Cloud Sync";"OutlineCloudSync";"portal.icon.select"
"Outline Cloud Upload";"OutlineCloudUpload";"portal.icon.select"
"Outline Co2";"OutlineCo2";"portal.icon.select"
"Outline Co Present";"OutlineCoPresent";"portal.icon.select"
"Outline Code";"OutlineCode";"portal.icon.select"
"Outline Code Off";"OutlineCodeOff";"portal.icon.select"
"Outline Coffee";"OutlineCoffee";"portal.icon.select"
"Outline Coffee Maker";"OutlineCoffeeMaker";"portal.icon.select"
"Outline Collections";"OutlineCollections";"portal.icon.select"
"Outline Collections Bookmark";"OutlineCollectionsBookmark";"portal.icon.select"
"Outline Color Lens";"OutlineColorLens";"portal.icon.select"
"Outline Colorize";"OutlineColorize";"portal.icon.select"
"Outline Comment";"OutlineComment";"portal.icon.select"
"Outline Comment Bank";"OutlineCommentBank";"portal.icon.select"
"Outline Comments Disabled";"OutlineCommentsDisabled";"portal.icon.select"
"Outline Commit";"OutlineCommit";"portal.icon.select"
"Outline Commute";"OutlineCommute";"portal.icon.select"
"Outline Compare";"OutlineCompare";"portal.icon.select"
"Outline Compare Arrows";"OutlineCompareArrows";"portal.icon.select"
"Outline Compass Calibration";"OutlineCompassCalibration";"portal.icon.select"
"Outline Compost";"OutlineCompost";"portal.icon.select"
"Outline Compress";"OutlineCompress";"portal.icon.select"
"Outline Computer";"OutlineComputer";"portal.icon.select"
"Outline Confirmation Number";"OutlineConfirmationNumber";"portal.icon.select"
"Outline Connect Without Contact";"OutlineConnectWithoutContact";"portal.icon.select"
"Outline Connected Tv";"OutlineConnectedTv";"portal.icon.select"
"Outline Connecting Airports";"OutlineConnectingAirports";"portal.icon.select"
"Outline Construction";"OutlineConstruction";"portal.icon.select"
"Outline Contact Emergency";"OutlineContactEmergency";"portal.icon.select"
"Outline Contact Mail";"OutlineContactMail";"portal.icon.select"
"Outline Contact Page";"OutlineContactPage";"portal.icon.select"
"Outline Contact Phone";"OutlineContactPhone";"portal.icon.select"
"Outline Contact Support";"OutlineContactSupport";"portal.icon.select"
"Outline Contactless";"OutlineContactless";"portal.icon.select"
"Outline Contacts";"OutlineContacts";"portal.icon.select"
"Outline Content Copy";"OutlineContentCopy";"portal.icon.select"
"Outline Content Cut";"OutlineContentCut";"portal.icon.select"
"Outline Content Paste";"OutlineContentPaste";"portal.icon.select"
"Outline Content Paste Go";"OutlineContentPasteGo";"portal.icon.select"
"Outline Content Paste Off";"OutlineContentPasteOff";"portal.icon.select"
"Outline Content Paste Search";"OutlineContentPasteSearch";"portal.icon.select"
"Outline Contrast";"OutlineContrast";"portal.icon.select"
"Outline Control Camera";"OutlineControlCamera";"portal.icon.select"
"Outline Control Point";"OutlineControlPoint";"portal.icon.select"
"Outline Control Point Duplicate";"OutlineControlPointDuplicate";"portal.icon.select"
"Outline Cookie";"OutlineCookie";"portal.icon.select"
"Outline Copy All";"OutlineCopyAll";"portal.icon.select"
"Outline Copyright";"OutlineCopyright";"portal.icon.select"
"Outline Coronavirus";"OutlineCoronavirus";"portal.icon.select"
"Outline Corporate Fare";"OutlineCorporateFare";"portal.icon.select"
"Outline Cottage";"OutlineCottage";"portal.icon.select"
"Outline Countertops";"OutlineCountertops";"portal.icon.select"
"Outline Create";"OutlineCreate";"portal.icon.select"
"Outline Create New Folder";"OutlineCreateNewFolder";"portal.icon.select"
"Outline Credit Card";"OutlineCreditCard";"portal.icon.select"
"Outline Credit Card Off";"OutlineCreditCardOff";"portal.icon.select"
"Outline Credit Score";"OutlineCreditScore";"portal.icon.select"
"Outline Crib";"OutlineCrib";"portal.icon.select"
"Outline Crisis Alert";"OutlineCrisisAlert";"portal.icon.select"
"Outline Crop";"OutlineCrop";"portal.icon.select"
"Outline Crop169";"OutlineCrop169";"portal.icon.select"
"Outline Crop32";"OutlineCrop32";"portal.icon.select"
"Outline Crop54";"OutlineCrop54";"portal.icon.select"
"Outline Crop75";"OutlineCrop75";"portal.icon.select"
"Outline Crop Din";"OutlineCropDin";"portal.icon.select"
"Outline Crop Free";"OutlineCropFree";"portal.icon.select"
"Outline Crop Landscape";"OutlineCropLandscape";"portal.icon.select"
"Outline Crop Original";"OutlineCropOriginal";"portal.icon.select"
"Outline Crop Portrait";"OutlineCropPortrait";"portal.icon.select"
"Outline Crop Rotate";"OutlineCropRotate";"portal.icon.select"
"Outline Crop Square";"OutlineCropSquare";"portal.icon.select"
"Outline Cruelty Free";"OutlineCrueltyFree";"portal.icon.select"
"Outline Css";"OutlineCss";"portal.icon.select"
"Outline Currency Bitcoin";"OutlineCurrencyBitcoin";"portal.icon.select"
"Outline Currency Exchange";"OutlineCurrencyExchange";"portal.icon.select"
"Outline Currency Franc";"OutlineCurrencyFranc";"portal.icon.select"
"Outline Currency Lira";"OutlineCurrencyLira";"portal.icon.select"
"Outline Currency Pound";"OutlineCurrencyPound";"portal.icon.select"
"Outline Currency Ruble";"OutlineCurrencyRuble";"portal.icon.select"
"Outline Currency Rupee";"OutlineCurrencyRupee";"portal.icon.select"
"Outline Currency Yen";"OutlineCurrencyYen";"portal.icon.select"
"Outline Currency Yuan";"OutlineCurrencyYuan";"portal.icon.select"
"Outline Curtains";"OutlineCurtains";"portal.icon.select"
